ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol
ILMN_1689438	9.35e-01	9.02e-01	1.24e-01	-6.8107732	8.18e-04	BTRC
ILMN_2204142	9.35e-01	9.02e-01	1.24e-01	-6.8107923	1.48e-03	PPP1R2P9
ILMN_1670177	9.35e-01	9.02e-01	1.24e-01	-6.8108048	3.74e-03	
ILMN_3194613	9.35e-01	9.02e-01	-1.23e-01	-6.8108114	-1.07e-03	FAM215A
ILMN_1831363	9.35e-01	9.02e-01	1.23e-01	-6.8108272	5.23e-03	LOC105369911
ILMN_3311130	9.35e-01	9.02e-01	-1.23e-01	-6.8108576	-6.63e-04	MIR1255B2
ILMN_3241598	9.36e-01	9.02e-01	1.23e-01	-6.8108747	3.24e-03	
ILMN_3286375	9.36e-01	9.02e-01	1.23e-01	-6.8108869	1.22e-03	
ILMN_1711331	9.36e-01	9.02e-01	1.23e-01	-6.810888	4.18e-03	MAP1LC3C
ILMN_2407851	9.36e-01	9.02e-01	1.23e-01	-6.8108901	1.28e-02	IL17RD
ILMN_2294684	9.36e-01	9.02e-01	-1.23e-01	-6.8108991	-7.06e-03	CEP170
ILMN_1664157	9.36e-01	9.02e-01	-1.23e-01	-6.8108996	-1.98e-03	
ILMN_3239714	9.36e-01	9.02e-01	1.23e-01	-6.8109109	1.27e-03	
ILMN_1742008	9.36e-01	9.02e-01	1.23e-01	-6.8109141	5.33e-03	
ILMN_1750469	9.36e-01	9.02e-01	-1.23e-01	-6.8109229	-9.10e-04	UCN3
ILMN_3204898	9.36e-01	9.03e-01	-1.23e-01	-6.8109267	-9.45e-04	
ILMN_1754658	9.36e-01	9.03e-01	1.22e-01	-6.8109288	4.48e-03	CDRT1
ILMN_1740112	9.36e-01	9.03e-01	1.22e-01	-6.8109365	4.57e-03	
ILMN_1681497	9.36e-01	9.03e-01	-1.22e-01	-6.810939	-1.23e-03	UACA
ILMN_1656052	9.36e-01	9.03e-01	-1.22e-01	-6.8109561	-2.02e-03	
ILMN_1671682	9.36e-01	9.03e-01	1.22e-01	-6.8109829	3.99e-03	
ILMN_2117171	9.36e-01	9.03e-01	-1.22e-01	-6.8110305	-8.11e-03	LMO4
ILMN_3239677	9.36e-01	9.03e-01	1.22e-01	-6.811044	4.95e-04	
ILMN_1661261	9.36e-01	9.03e-01	1.21e-01	-6.8110529	2.63e-03	
ILMN_3224999	9.36e-01	9.03e-01	1.21e-01	-6.8110673	3.95e-03	
ILMN_3233739	9.36e-01	9.03e-01	1.21e-01	-6.8110731	9.24e-04	FAM86B3P
ILMN_1903750	9.37e-01	9.04e-01	-1.21e-01	-6.8110769	-6.74e-03	
ILMN_1815404	9.37e-01	9.04e-01	1.21e-01	-6.8110801	1.53e-03	
ILMN_3235074	9.37e-01	9.04e-01	1.21e-01	-6.8110879	9.23e-04	
ILMN_1904378	9.37e-01	9.04e-01	-1.21e-01	-6.8110968	-3.20e-03	
ILMN_1745702	9.37e-01	9.04e-01	-1.21e-01	-6.811119	-8.94e-03	
ILMN_1769301	9.37e-01	9.04e-01	1.21e-01	-6.8111368	1.76e-03	
ILMN_3237729	9.37e-01	9.04e-01	1.21e-01	-6.8111421	7.14e-03	
ILMN_1915432	9.37e-01	9.04e-01	-1.21e-01	-6.8111524	-5.15e-03	
ILMN_1671202	9.37e-01	9.04e-01	1.21e-01	-6.8111585	2.02e-03	
ILMN_1675529	9.37e-01	9.04e-01	-1.21e-01	-6.8111641	-1.64e-03	
ILMN_3289057	9.37e-01	9.04e-01	1.21e-01	-6.8111662	1.49e-03	
ILMN_1798270	9.37e-01	9.04e-01	1.21e-01	-6.8111663	1.15e-02	SMCO4
ILMN_2227817	9.37e-01	9.04e-01	1.20e-01	-6.8111813	9.27e-04	GSTA3
ILMN_1814165	9.37e-01	9.04e-01	-1.20e-01	-6.8111845	-1.24e-02	SSBP3
ILMN_1860116	9.37e-01	9.04e-01	1.20e-01	-6.8112076	9.97e-04	LINC00112
ILMN_1771483	9.37e-01	9.04e-01	1.20e-01	-6.8112136	1.71e-03	
ILMN_2059173	9.37e-01	9.05e-01	-1.20e-01	-6.811245	-1.14e-02	SLC35E1
ILMN_1814215	9.37e-01	9.05e-01	1.20e-01	-6.811267	4.67e-04	SCNN1G
ILMN_3243351	9.37e-01	9.05e-01	-1.20e-01	-6.8112698	-1.03e-02	LOC646214
ILMN_1840175	9.38e-01	9.05e-01	1.19e-01	-6.8112885	2.10e-03	MIR124-2HG
ILMN_3256573	9.38e-01	9.05e-01	-1.19e-01	-6.8112961	-1.13e-03	LINC00612
ILMN_1769961	9.38e-01	9.05e-01	-1.19e-01	-6.8113005	-4.02e-03	DPF1
ILMN_1885323	9.38e-01	9.05e-01	-1.19e-01	-6.811306	-2.46e-03	
ILMN_2328835	9.38e-01	9.05e-01	-1.19e-01	-6.8113174	-8.14e-03	IP6K2
ILMN_3190707	9.38e-01	9.05e-01	-1.19e-01	-6.8113243	-1.22e-03	
ILMN_1825640	9.38e-01	9.05e-01	1.19e-01	-6.8113246	7.99e-03	LINC00441
ILMN_3246457	9.38e-01	9.05e-01	1.19e-01	-6.8113324	8.92e-04	
ILMN_3242063	9.38e-01	9.05e-01	-1.19e-01	-6.8113328	-2.66e-03	
ILMN_1676239	9.38e-01	9.05e-01	1.19e-01	-6.8113512	1.99e-03	
ILMN_1673294	9.38e-01	9.05e-01	-1.19e-01	-6.8113537	-1.29e-03	
ILMN_3210741	9.38e-01	9.05e-01	-1.19e-01	-6.8113603	-1.12e-02	
ILMN_1758281	9.38e-01	9.05e-01	1.19e-01	-6.8113616	9.14e-04	CALCRL
ILMN_1792107	9.38e-01	9.06e-01	1.19e-01	-6.811389	6.19e-03	ERCC8
ILMN_1874126	9.38e-01	9.06e-01	1.18e-01	-6.8114073	5.60e-03	
ILMN_1705264	9.38e-01	9.06e-01	1.18e-01	-6.8114084	1.64e-03	
ILMN_3231314	9.38e-01	9.06e-01	-1.18e-01	-6.8114195	-5.75e-04	
ILMN_1687315	9.38e-01	9.06e-01	-1.18e-01	-6.8114282	-7.21e-03	RXRA
ILMN_3177122	9.38e-01	9.06e-01	-1.18e-01	-6.8114297	-7.00e-04	
ILMN_1678086	9.38e-01	9.06e-01	1.18e-01	-6.8114349	1.58e-03	CCDC74A
ILMN_1756408	9.38e-01	9.06e-01	1.18e-01	-6.8114383	1.74e-03	PARVA
ILMN_1719283	9.38e-01	9.06e-01	1.18e-01	-6.8114392	4.30e-04	MROH2B
ILMN_1672360	9.38e-01	9.06e-01	-1.18e-01	-6.8114561	-8.54e-04	
ILMN_3283114	9.38e-01	9.06e-01	-1.18e-01	-6.8114634	-7.02e-03	
ILMN_3184978	9.38e-01	9.06e-01	-1.18e-01	-6.8114641	-1.13e-03	
ILMN_2313079	9.38e-01	9.06e-01	1.18e-01	-6.8114666	1.02e-02	NLRP1
ILMN_3240957	9.38e-01	9.06e-01	-1.18e-01	-6.8114745	-1.35e-03	C2orf80
ILMN_1775007	9.38e-01	9.06e-01	1.18e-01	-6.8114789	3.40e-03	
ILMN_1675797	9.38e-01	9.06e-01	-1.18e-01	-6.8114828	-7.83e-03	EPDR1
ILMN_1697729	9.38e-01	9.06e-01	-1.18e-01	-6.8114968	-1.60e-03	MAP2K6
ILMN_3224820	9.38e-01	9.06e-01	-1.18e-01	-6.8115009	-7.66e-04	
ILMN_1807580	9.38e-01	9.06e-01	-1.18e-01	-6.8115042	-4.55e-03	TMEM161B
ILMN_1772894	9.38e-01	9.06e-01	1.18e-01	-6.811511	1.53e-03	TMEM27
ILMN_1815666	9.38e-01	9.06e-01	-1.18e-01	-6.8115159	-9.90e-03	ATP2A2
ILMN_3205353	9.38e-01	9.06e-01	-1.18e-01	-6.8115195	-1.99e-03	
ILMN_1715065	9.38e-01	9.06e-01	1.18e-01	-6.8115199	8.08e-03	ZNF580
ILMN_1759075	9.38e-01	9.07e-01	1.17e-01	-6.811533	1.02e-02	TNFRSF13B
ILMN_3272681	9.38e-01	9.07e-01	-1.17e-01	-6.8115368	-1.11e-03	TTC28-AS1
ILMN_1659495	9.38e-01	9.07e-01	1.17e-01	-6.8115447	6.34e-03	HBS1L
ILMN_3286737	9.38e-01	9.07e-01	-1.17e-01	-6.811549	-1.09e-04	
ILMN_3246401	9.39e-01	9.07e-01	1.17e-01	-6.8115836	5.19e-03	AIF1L
ILMN_3259909	9.39e-01	9.07e-01	-1.17e-01	-6.811601	-2.39e-04	
ILMN_1780306	9.39e-01	9.07e-01	1.17e-01	-6.8116034	2.59e-03	DDHD1
ILMN_1896284	9.39e-01	9.07e-01	1.17e-01	-6.8116076	2.16e-03	
ILMN_3203186	9.39e-01	9.07e-01	-1.17e-01	-6.8116105	-4.55e-03	
ILMN_1810738	9.39e-01	9.07e-01	1.17e-01	-6.8116166	3.93e-03	YIPF5
ILMN_2238506	9.39e-01	9.07e-01	-1.17e-01	-6.8116209	-2.28e-03	POMT1
ILMN_1739508	9.39e-01	9.07e-01	-1.17e-01	-6.811627	-2.55e-02	
ILMN_1794015	9.39e-01	9.07e-01	1.16e-01	-6.8116457	4.70e-03	
ILMN_1764158	9.39e-01	9.08e-01	-1.16e-01	-6.8117001	-8.68e-03	NLGN2
ILMN_1713602	9.39e-01	9.08e-01	1.16e-01	-6.8117088	7.66e-05	OR14J1
ILMN_1694767	9.39e-01	9.08e-01	-1.16e-01	-6.8117175	-2.51e-03	
ILMN_1724271	9.39e-01	9.08e-01	-1.16e-01	-6.8117219	-1.72e-03	PLEKHD1
ILMN_1797073	9.39e-01	9.08e-01	-1.16e-01	-6.8117263	-3.93e-03	
ILMN_1769281	9.39e-01	9.08e-01	-1.16e-01	-6.811728	-1.50e-03	
ILMN_1757084	9.40e-01	9.08e-01	1.16e-01	-6.8117414	2.89e-03	
ILMN_1852793	9.40e-01	9.08e-01	-1.16e-01	-6.8117468	-1.12e-02	
ILMN_1741586	9.40e-01	9.08e-01	-1.15e-01	-6.8117525	-2.41e-03	
ILMN_2288976	9.40e-01	9.08e-01	1.15e-01	-6.8117619	7.62e-05	PDE4B
ILMN_1796419	9.40e-01	9.08e-01	-1.15e-01	-6.8117696	-1.98e-03	
ILMN_1692785	9.40e-01	9.08e-01	1.15e-01	-6.8117803	1.07e-02	KLHL21
ILMN_1731506	9.40e-01	9.08e-01	-1.15e-01	-6.8117883	-8.56e-04	PAX9
ILMN_2350823	9.40e-01	9.08e-01	-1.15e-01	-6.8117914	-6.34e-03	KCNIP3
ILMN_1657470	9.40e-01	9.08e-01	1.15e-01	-6.8117918	6.78e-03	YTHDF3
ILMN_1833415	9.40e-01	9.08e-01	1.15e-01	-6.8117958	4.32e-03	
ILMN_2299221	9.40e-01	9.09e-01	1.15e-01	-6.8118363	4.92e-03	RABGGTA
ILMN_1685954	9.40e-01	9.09e-01	1.15e-01	-6.8118581	9.66e-03	HMBS
ILMN_3243593	9.40e-01	9.09e-01	1.15e-01	-6.8118631	2.33e-02	RNA18S5
ILMN_1684032	9.40e-01	9.09e-01	1.15e-01	-6.8118636	1.63e-03	ZNF613
ILMN_3216794	9.40e-01	9.09e-01	-1.14e-01	-6.8118827	-1.04e-02	
ILMN_1757230	9.40e-01	9.09e-01	-1.14e-01	-6.8118935	-6.23e-03	ZNF250
ILMN_1791505	9.40e-01	9.09e-01	1.14e-01	-6.8119013	2.32e-03	RNF17
ILMN_3308240	9.40e-01	9.09e-01	-1.14e-01	-6.8119095	-8.86e-04	MIR764
ILMN_1689828	9.40e-01	9.09e-01	-1.14e-01	-6.8119121	-8.73e-04	DMPK
ILMN_2398077	9.40e-01	9.09e-01	-1.14e-01	-6.8119169	-3.11e-03	MEIS2
ILMN_1806147	9.40e-01	9.09e-01	-1.14e-01	-6.8119226	-7.94e-04	GNG3
ILMN_1901100	9.40e-01	9.09e-01	1.14e-01	-6.8119273	2.79e-03	
ILMN_1707107	9.40e-01	9.09e-01	-1.14e-01	-6.8119293	-2.13e-03	
ILMN_1666808	9.40e-01	9.09e-01	1.14e-01	-6.8119376	2.21e-03	
ILMN_1796627	9.40e-01	9.09e-01	1.14e-01	-6.8119427	3.67e-03	PKIG
ILMN_1652466	9.40e-01	9.09e-01	1.14e-01	-6.8119516	2.74e-03	
ILMN_1721601	9.41e-01	9.10e-01	1.13e-01	-6.811985	7.45e-05	CACNB2
ILMN_1828556	9.41e-01	9.10e-01	1.13e-01	-6.8119865	2.91e-03	
ILMN_2167123	9.41e-01	9.10e-01	-1.13e-01	-6.8119976	-7.09e-04	OR2T12
ILMN_1732343	9.41e-01	9.10e-01	1.13e-01	-6.8120015	5.80e-03	SIK3
ILMN_2278242	9.41e-01	9.10e-01	1.13e-01	-6.8120068	1.58e-03	ACSL6
ILMN_1748836	9.41e-01	9.10e-01	1.13e-01	-6.8120111	9.39e-03	FUZ
ILMN_3205264	9.41e-01	9.10e-01	1.13e-01	-6.8120213	2.66e-03	
ILMN_1712597	9.41e-01	9.10e-01	1.13e-01	-6.8120264	2.23e-03	LOC200726
ILMN_3204808	9.41e-01	9.10e-01	1.13e-01	-6.8120333	1.24e-03	
ILMN_3248844	9.41e-01	9.10e-01	-1.13e-01	-6.8120388	-9.78e-03	WASH2P
ILMN_1684108	9.41e-01	9.10e-01	1.13e-01	-6.8120451	1.21e-03	IRX4
ILMN_3290213	9.41e-01	9.10e-01	1.13e-01	-6.8120616	7.61e-04	
ILMN_1848893	9.41e-01	9.10e-01	1.13e-01	-6.8120642	5.06e-03	
ILMN_1681160	9.41e-01	9.10e-01	-1.13e-01	-6.8120687	-2.53e-03	CCT6P1
ILMN_1661230	9.41e-01	9.10e-01	-1.13e-01	-6.8120701	-8.02e-04	
ILMN_2408877	9.41e-01	9.10e-01	-1.13e-01	-6.8120867	-1.04e-02	KMT2C
ILMN_1790917	9.41e-01	9.10e-01	1.12e-01	-6.8120904	6.88e-03	
ILMN_2328972	9.41e-01	9.11e-01	1.12e-01	-6.8121034	1.42e-03	DNMT3B
ILMN_1793349	9.41e-01	9.11e-01	-1.12e-01	-6.8121058	-9.42e-03	MOB1B
ILMN_3286809	9.42e-01	9.11e-01	-1.12e-01	-6.8121548	-6.57e-03	
ILMN_3204016	9.42e-01	9.11e-01	1.12e-01	-6.8121624	8.29e-04	
ILMN_3269123	9.42e-01	9.11e-01	-1.11e-01	-6.8122057	-2.02e-03	LOC100129216
ILMN_1685703	9.42e-01	9.11e-01	-1.11e-01	-6.8122317	-3.12e-03	ACOX2
ILMN_1846799	9.42e-01	9.12e-01	1.11e-01	-6.8122649	6.73e-03	
ILMN_3247636	9.42e-01	9.12e-01	1.11e-01	-6.8122695	1.97e-03	SCARNA14
ILMN_1708922	9.42e-01	9.12e-01	1.11e-01	-6.8122941	7.19e-05	ABL1
ILMN_3189777	9.42e-01	9.12e-01	1.11e-01	-6.8123017	5.54e-04	SLF2
ILMN_1719826	9.42e-01	9.12e-01	1.11e-01	-6.8123032	2.21e-03	
ILMN_2396198	9.42e-01	9.12e-01	1.11e-01	-6.8123093	8.68e-04	APLP1
ILMN_1811696	9.43e-01	9.12e-01	1.10e-01	-6.8123207	1.47e-03	FDXR
ILMN_2228132	9.43e-01	9.12e-01	1.10e-01	-6.8123437	7.17e-05	
ILMN_1660436	9.43e-01	9.12e-01	-1.10e-01	-6.8123476	-1.04e-02	HSPA1B
ILMN_1679543	9.43e-01	9.12e-01	1.10e-01	-6.8123625	5.94e-03	KPTN
ILMN_3309229	9.43e-01	9.13e-01	1.10e-01	-6.8123756	6.80e-04	MIR892A
ILMN_1688861	9.43e-01	9.13e-01	1.10e-01	-6.8123855	1.24e-03	PCDH11Y
ILMN_1891109	9.43e-01	9.13e-01	1.10e-01	-6.8123964	6.68e-03	
ILMN_1811544	9.43e-01	9.13e-01	-1.10e-01	-6.8123966	-2.68e-03	
ILMN_3308545	9.43e-01	9.13e-01	1.10e-01	-6.8123983	9.31e-04	MIR1243
ILMN_1772521	9.43e-01	9.13e-01	1.10e-01	-6.812402	7.87e-03	MTHFD1L
ILMN_3182981	9.43e-01	9.13e-01	-1.10e-01	-6.8124057	-1.18e-03	
ILMN_1692863	9.43e-01	9.13e-01	1.10e-01	-6.8124089	1.08e-03	
ILMN_1681358	9.43e-01	9.13e-01	-1.09e-01	-6.8124263	-1.19e-03	
ILMN_3232869	9.43e-01	9.13e-01	1.09e-01	-6.81243	9.08e-04	
ILMN_2343310	9.43e-01	9.13e-01	-1.09e-01	-6.8124316	-3.58e-03	DYNC2H1
ILMN_2211956	9.43e-01	9.13e-01	1.09e-01	-6.8124357	3.12e-04	TTTY6
ILMN_1881333	9.43e-01	9.13e-01	1.09e-01	-6.8124522	1.89e-03	
ILMN_1766085	9.43e-01	9.13e-01	-1.09e-01	-6.8124631	-1.09e-02	REL
ILMN_1749867	9.43e-01	9.13e-01	-1.09e-01	-6.812468	-4.85e-03	
ILMN_1698144	9.43e-01	9.13e-01	1.09e-01	-6.8124988	6.67e-05	CFH
ILMN_1891681	9.43e-01	9.13e-01	1.09e-01	-6.8125	1.82e-03	
ILMN_1667883	9.43e-01	9.13e-01	1.09e-01	-6.8125002	7.80e-03	THOC5
ILMN_3307757	9.43e-01	9.13e-01	-1.09e-01	-6.8125002	-1.12e-02	SCIMP
ILMN_1807339	9.44e-01	9.14e-01	-1.08e-01	-6.8125597	-2.28e-03	HRG
ILMN_3201577	9.44e-01	9.14e-01	1.08e-01	-6.812564	7.47e-04	
ILMN_1673238	9.44e-01	9.14e-01	-1.08e-01	-6.8125708	-5.22e-03	CLEC9A
ILMN_1791980	9.44e-01	9.14e-01	1.08e-01	-6.8125728	4.55e-04	CUTA
ILMN_3218273	9.44e-01	9.14e-01	1.08e-01	-6.8125826	9.85e-04	
ILMN_2307851	9.44e-01	9.14e-01	1.08e-01	-6.8125872	2.20e-03	NPFFR2
ILMN_2183389	9.44e-01	9.14e-01	1.08e-01	-6.8125983	7.95e-03	TTC9C
ILMN_1685774	9.44e-01	9.14e-01	-1.08e-01	-6.8126022	-5.43e-03	
ILMN_3238323	9.44e-01	9.14e-01	1.08e-01	-6.8126146	1.28e-03	SYNDIG1L
ILMN_1692398	9.44e-01	9.14e-01	1.08e-01	-6.81263	5.57e-03	CNTNAP1
ILMN_1765454	9.44e-01	9.14e-01	1.08e-01	-6.8126309	3.52e-03	
ILMN_1661599	9.44e-01	9.14e-01	-1.08e-01	-6.8126311	-1.46e-02	DDIT4
ILMN_1800716	9.44e-01	9.14e-01	-1.08e-01	-6.8126314	-1.41e-03	PPP1R3G
ILMN_1808721	9.44e-01	9.14e-01	1.07e-01	-6.8126369	2.18e-03	
ILMN_1677624	9.44e-01	9.14e-01	1.07e-01	-6.8126369	6.94e-05	NXPH2
ILMN_1658917	9.44e-01	9.15e-01	1.07e-01	-6.812652	6.93e-05	SLC1A1
ILMN_1789751	9.44e-01	9.15e-01	-1.07e-01	-6.8126528	-6.80e-03	MFSD1
ILMN_3240901	9.44e-01	9.15e-01	-1.07e-01	-6.8126586	-5.83e-04	ZBTB7C
ILMN_3309384	9.44e-01	9.15e-01	1.07e-01	-6.8126749	8.19e-04	MIR153-2
ILMN_1735593	9.44e-01	9.15e-01	1.07e-01	-6.8126807	9.93e-04	DPY19L2P2
ILMN_1660837	9.44e-01	9.15e-01	-1.07e-01	-6.8126851	-7.79e-03	CLCN3
ILMN_1810321	9.44e-01	9.15e-01	1.07e-01	-6.8127007	2.63e-03	LELP1
ILMN_3240557	9.44e-01	9.15e-01	1.07e-01	-6.8127024	7.77e-04	
ILMN_3243938	9.45e-01	9.15e-01	1.07e-01	-6.8127365	7.32e-04	
ILMN_3238555	9.45e-01	9.15e-01	1.06e-01	-6.8127416	2.00e-03	FKSG29
ILMN_3247895	9.45e-01	9.15e-01	-1.06e-01	-6.812745	-8.34e-03	
ILMN_1807704	9.45e-01	9.15e-01	1.06e-01	-6.8127473	4.85e-03	LINC01089
ILMN_2383934	9.45e-01	9.15e-01	1.06e-01	-6.8127499	7.64e-03	
ILMN_1777248	9.45e-01	9.15e-01	-1.06e-01	-6.8127605	-1.26e-03	
ILMN_1906907	9.45e-01	9.15e-01	1.06e-01	-6.8127614	1.06e-03	
ILMN_3198425	9.45e-01	9.15e-01	-1.06e-01	-6.8127629	-1.09e-03	FRG2DP
ILMN_1915989	9.45e-01	9.15e-01	-1.06e-01	-6.8127723	-2.45e-03	
ILMN_3242975	9.45e-01	9.16e-01	-1.06e-01	-6.8127829	-1.13e-03	TTTY2B
ILMN_1804752	9.45e-01	9.16e-01	-1.06e-01	-6.8127849	-1.96e-03	
ILMN_2270845	9.45e-01	9.16e-01	1.06e-01	-6.8127995	1.21e-02	WDR74
ILMN_1772523	9.45e-01	9.16e-01	-1.06e-01	-6.8128033	-2.97e-03	TAAR8
ILMN_1726815	9.45e-01	9.16e-01	1.06e-01	-6.8128066	5.52e-04	HIST1H3G
ILMN_1720255	9.45e-01	9.16e-01	1.06e-01	-6.8128145	2.45e-03	
ILMN_1794349	9.45e-01	9.16e-01	1.06e-01	-6.8128197	2.84e-03	XYLB
ILMN_1873593	9.45e-01	9.16e-01	1.06e-01	-6.8128203	2.66e-03	
ILMN_3236774	9.45e-01	9.16e-01	1.06e-01	-6.8128237	2.85e-03	
ILMN_2113102	9.45e-01	9.16e-01	-1.06e-01	-6.8128285	-7.65e-04	PHKG1
ILMN_3240981	9.45e-01	9.16e-01	1.06e-01	-6.8128311	1.99e-03	
ILMN_3247872	9.45e-01	9.16e-01	-1.06e-01	-6.8128343	-8.54e-04	
ILMN_2408764	9.45e-01	9.16e-01	1.06e-01	-6.8128366	1.13e-03	CYP2A7
ILMN_2285708	9.45e-01	9.16e-01	1.06e-01	-6.8128378	2.50e-03	C6orf48
ILMN_3307868	9.45e-01	9.16e-01	-1.06e-01	-6.812838	-1.80e-02	CHI3L1
ILMN_1865368	9.45e-01	9.16e-01	-1.06e-01	-6.8128391	-4.03e-03	
ILMN_3210464	9.45e-01	9.16e-01	1.05e-01	-6.8128462	2.68e-03	
ILMN_3200234	9.45e-01	9.16e-01	1.05e-01	-6.8128464	1.58e-03	
ILMN_3247018	9.45e-01	9.16e-01	-1.05e-01	-6.8128769	-1.14e-02	SNORA67
ILMN_3267309	9.45e-01	9.16e-01	1.05e-01	-6.8128902	2.47e-03	
ILMN_1728055	9.45e-01	9.16e-01	1.05e-01	-6.8128924	9.70e-04	ASTL
ILMN_2396546	9.45e-01	9.16e-01	-1.05e-01	-6.8128977	-1.58e-03	IGSF3
ILMN_1671865	9.45e-01	9.17e-01	1.05e-01	-6.8129109	1.17e-03	IGSF23
ILMN_1797764	9.45e-01	9.17e-01	-1.05e-01	-6.8129202	-2.40e-03	RPL22L1
ILMN_2220403	9.46e-01	9.17e-01	-1.05e-01	-6.8129405	-8.87e-03	GINM1
ILMN_1666022	9.46e-01	9.17e-01	-1.05e-01	-6.812946	-5.23e-03	TNFRSF10D
ILMN_2324202	9.46e-01	9.17e-01	-1.04e-01	-6.8129547	-9.59e-04	GABRE
ILMN_1686791	9.46e-01	9.17e-01	1.04e-01	-6.8129852	1.94e-03	KCNK4
ILMN_1746085	9.46e-01	9.17e-01	1.04e-01	-6.812988	7.47e-03	IGFBP3
ILMN_3272096	9.46e-01	9.17e-01	1.04e-01	-6.8129909	6.66e-05	TEX13C
ILMN_1657158	9.46e-01	9.17e-01	-1.04e-01	-6.8129945	-2.44e-03	RNF168
ILMN_3216720	9.46e-01	9.17e-01	1.04e-01	-6.8129961	1.50e-03	
ILMN_1756043	9.46e-01	9.17e-01	1.04e-01	-6.8130056	5.57e-03	WDHD1
ILMN_2115005	9.46e-01	9.17e-01	-1.04e-01	-6.8130113	-8.79e-03	FGD2
ILMN_3282897	9.46e-01	9.17e-01	1.04e-01	-6.8130164	6.04e-04	
ILMN_2277252	9.46e-01	9.18e-01	-1.04e-01	-6.8130447	-3.11e-03	PPFIBP1
ILMN_1849206	9.46e-01	9.18e-01	-1.04e-01	-6.8130491	-2.81e-03	
ILMN_1683658	9.46e-01	9.18e-01	1.03e-01	-6.8130894	7.02e-03	FKBP1A
ILMN_1665691	9.46e-01	9.18e-01	-1.03e-01	-6.8130903	-2.95e-04	ACTN3
ILMN_1725441	9.46e-01	9.18e-01	-1.03e-01	-6.8130914	-9.79e-03	NFATC2IP
ILMN_2297864	9.46e-01	9.18e-01	-1.03e-01	-6.8130937	-8.00e-03	MTMR14
ILMN_3203550	9.46e-01	9.18e-01	-1.03e-01	-6.8131009	-1.02e-03	
ILMN_3240072	9.46e-01	9.18e-01	-1.03e-01	-6.813107	-5.96e-04	HECTD2-AS1
ILMN_1656615	9.47e-01	9.18e-01	1.03e-01	-6.8131127	1.66e-03	DNAAF5
ILMN_1820572	9.47e-01	9.18e-01	1.03e-01	-6.8131213	3.91e-03	
ILMN_3234735	9.47e-01	9.18e-01	1.03e-01	-6.8131257	1.12e-03	ERI2
ILMN_1651490	9.47e-01	9.18e-01	1.03e-01	-6.8131359	8.52e-04	CYP26A1
ILMN_1708664	9.47e-01	9.18e-01	1.02e-01	-6.8131634	4.14e-04	
ILMN_1787919	9.47e-01	9.19e-01	-1.02e-01	-6.8131702	-1.21e-02	PARVB
ILMN_1735979	9.47e-01	9.19e-01	-1.02e-01	-6.8131725	-9.53e-03	BCKDHA
ILMN_1834323	9.47e-01	9.19e-01	1.02e-01	-6.8131758	1.15e-03	LINC01107
ILMN_1878860	9.47e-01	9.19e-01	-1.02e-01	-6.8131814	-6.40e-03	
ILMN_1696228	9.47e-01	9.19e-01	-1.02e-01	-6.8132014	-1.57e-03	AIM1L
ILMN_1894484	9.47e-01	9.19e-01	1.02e-01	-6.8132082	4.08e-03	
ILMN_1783682	9.47e-01	9.19e-01	1.02e-01	-6.8132285	2.99e-03	C17orf82
ILMN_1698166	9.47e-01	9.19e-01	-1.02e-01	-6.8132342	-8.34e-03	C21orf91
ILMN_3234121	9.47e-01	9.19e-01	-1.02e-01	-6.8132409	-1.81e-03	
ILMN_3309529	9.47e-01	9.19e-01	1.02e-01	-6.8132485	8.99e-04	MIR2276
ILMN_1679241	9.47e-01	9.19e-01	-1.01e-01	-6.8132639	-1.69e-03	TDRP
ILMN_2365023	9.47e-01	9.19e-01	-1.01e-01	-6.8132665	-3.05e-03	C9orf24
ILMN_1681103	9.47e-01	9.19e-01	-1.01e-01	-6.8132676	-1.11e-03	AQP1
ILMN_3242412	9.47e-01	9.19e-01	-1.01e-01	-6.8132709	-1.00e-03	CALHM1
ILMN_1904791	9.47e-01	9.19e-01	1.01e-01	-6.8132793	2.18e-03	
ILMN_3246935	9.48e-01	9.20e-01	1.01e-01	-6.8133006	8.43e-04	SNORA74B
ILMN_2324994	9.48e-01	9.20e-01	1.01e-01	-6.8133381	9.98e-03	IKBIP
ILMN_1678754	9.48e-01	9.20e-01	1.00e-01	-6.8133608	9.94e-03	PFDN2
ILMN_3227005	9.48e-01	9.20e-01	1.00e-01	-6.8133768	1.58e-03	
ILMN_3274226	9.48e-01	9.20e-01	1.00e-01	-6.813395	1.03e-03	
ILMN_1751135	9.48e-01	9.20e-01	1.00e-01	-6.8133982	1.45e-03	GGA3
ILMN_1673395	9.48e-01	9.20e-01	-1.00e-01	-6.8134006	-3.25e-03	PIGO
ILMN_1780188	9.48e-01	9.20e-01	1.00e-01	-6.8134089	5.00e-03	B3GALNT2
ILMN_3298191	9.49e-01	9.21e-01	9.97e-02	-6.8134372	8.42e-04	
ILMN_3310880	9.49e-01	9.21e-01	9.96e-02	-6.8134423	5.60e-04	MIR187
ILMN_3194276	9.49e-01	9.21e-01	9.96e-02	-6.8134442	2.37e-03	
ILMN_1761865	9.49e-01	9.21e-01	9.93e-02	-6.8134739	2.89e-03	
ILMN_2268068	9.49e-01	9.21e-01	9.91e-02	-6.8134925	6.76e-03	MAPKAP1
