ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol
ILMN_3235880	9.24e-01	8.85e-01	1.45e-01	-6.8079117	1.12e-03	
ILMN_1916137	9.24e-01	8.85e-01	1.45e-01	-6.8079153	4.30e-03	
ILMN_2211922	9.24e-01	8.85e-01	1.45e-01	-6.8079267	9.51e-04	
ILMN_2322831	9.24e-01	8.85e-01	-1.45e-01	-6.8079334	-2.34e-03	
ILMN_2053538	9.24e-01	8.85e-01	1.45e-01	-6.8079365	1.68e-02	RHBDL2
ILMN_1872605	9.24e-01	8.85e-01	-1.45e-01	-6.8079432	-3.06e-03	
ILMN_1675219	9.24e-01	8.85e-01	-1.45e-01	-6.8079481	-2.33e-03	WDHD1
ILMN_1671365	9.24e-01	8.85e-01	1.45e-01	-6.8079559	1.07e-04	PRODH
ILMN_3247765	9.24e-01	8.85e-01	-1.45e-01	-6.8079793	-1.33e-03	
ILMN_1831142	9.24e-01	8.85e-01	-1.45e-01	-6.8080074	-5.64e-03	
ILMN_3248320	9.24e-01	8.85e-01	1.45e-01	-6.8080201	1.29e-03	
ILMN_3202448	9.24e-01	8.85e-01	1.44e-01	-6.8080295	5.12e-03	
ILMN_2117885	9.24e-01	8.85e-01	-1.44e-01	-6.8080433	-4.81e-03	FAM122A
ILMN_1806813	9.24e-01	8.85e-01	1.44e-01	-6.8080469	3.81e-03	
ILMN_2364819	9.24e-01	8.85e-01	1.44e-01	-6.8080661	6.79e-03	USP44
ILMN_2061641	9.24e-01	8.85e-01	1.44e-01	-6.8080693	1.06e-04	SGO2
ILMN_1697998	9.24e-01	8.85e-01	1.44e-01	-6.808073	7.49e-03	MTFR2
ILMN_2330845	9.24e-01	8.85e-01	1.44e-01	-6.8080805	1.06e-02	NSF
ILMN_2240923	9.24e-01	8.86e-01	-1.44e-01	-6.8080888	-1.25e-03	CACNB1
ILMN_1723332	9.24e-01	8.86e-01	-1.44e-01	-6.8080901	-1.43e-03	
ILMN_1667905	9.24e-01	8.86e-01	1.44e-01	-6.8081015	3.25e-03	
ILMN_1802611	9.24e-01	8.86e-01	-1.44e-01	-6.808102	-7.63e-03	SPEN
ILMN_2255579	9.24e-01	8.86e-01	1.44e-01	-6.8081038	8.84e-03	RAB37
ILMN_1875380	9.24e-01	8.86e-01	-1.44e-01	-6.8081232	-3.82e-03	
ILMN_1811468	9.24e-01	8.86e-01	1.44e-01	-6.8081453	1.54e-02	IRX3
ILMN_1783837	9.24e-01	8.86e-01	1.44e-01	-6.8081514	1.69e-03	SYN1
ILMN_1723477	9.24e-01	8.86e-01	1.44e-01	-6.8081515	2.34e-03	RUNX1T1
ILMN_2414878	9.24e-01	8.86e-01	-1.44e-01	-6.8081537	-3.66e-03	STXBP1
ILMN_1730541	9.24e-01	8.86e-01	1.44e-01	-6.8081563	2.64e-03	
ILMN_1797038	9.24e-01	8.86e-01	-1.44e-01	-6.8081578	-1.05e-03	
ILMN_3305575	9.24e-01	8.86e-01	-1.43e-01	-6.8081696	-5.79e-03	
ILMN_3245897	9.24e-01	8.86e-01	-1.43e-01	-6.8081699	-1.81e-03	NUTM2A-AS1
ILMN_1684959	9.24e-01	8.86e-01	1.43e-01	-6.8081739	5.06e-04	ASTN1
ILMN_1807182	9.25e-01	8.86e-01	1.43e-01	-6.8082156	2.50e-03	
ILMN_3264813	9.25e-01	8.86e-01	-1.43e-01	-6.8082157	-6.68e-03	
ILMN_1742869	9.25e-01	8.86e-01	-1.43e-01	-6.8082226	-1.08e-02	TBC1D20
ILMN_3206270	9.25e-01	8.86e-01	1.43e-01	-6.8082501	1.42e-03	
ILMN_1797431	9.25e-01	8.86e-01	-1.43e-01	-6.8082619	-2.78e-03	
ILMN_1711807	9.25e-01	8.87e-01	1.43e-01	-6.8082745	1.04e-04	ADGRL3
ILMN_2089097	9.25e-01	8.87e-01	-1.43e-01	-6.8082809	-2.17e-03	OR9G1
ILMN_1897296	9.25e-01	8.87e-01	1.43e-01	-6.8082849	1.82e-03	
ILMN_1780996	9.25e-01	8.87e-01	-1.43e-01	-6.8082929	-9.71e-04	ETAA1
ILMN_1886969	9.25e-01	8.87e-01	1.43e-01	-6.8082948	6.69e-03	
ILMN_3241510	9.25e-01	8.87e-01	-1.42e-01	-6.8083103	-5.20e-03	FBXO45
ILMN_1915553	9.25e-01	8.87e-01	1.42e-01	-6.8083231	1.03e-02	
ILMN_1675721	9.25e-01	8.87e-01	1.42e-01	-6.8083296	6.70e-03	UBE2R2
ILMN_3297867	9.25e-01	8.87e-01	-1.42e-01	-6.808336	-1.23e-03	
ILMN_1728802	9.25e-01	8.87e-01	1.42e-01	-6.8083363	4.65e-03	SDCCAG8
ILMN_3204533	9.25e-01	8.87e-01	1.42e-01	-6.8083369	2.04e-03	
ILMN_1696110	9.25e-01	8.87e-01	1.42e-01	-6.808338	7.01e-04	TUBGCP3
ILMN_1787103	9.25e-01	8.87e-01	1.42e-01	-6.8083431	1.93e-03	
ILMN_1725241	9.25e-01	8.87e-01	1.42e-01	-6.8083438	6.61e-03	GSTK1
ILMN_1807031	9.25e-01	8.87e-01	1.42e-01	-6.8083492	1.22e-02	C14orf28
ILMN_1759818	9.25e-01	8.87e-01	-1.42e-01	-6.8083525	-1.23e-02	SORL1
ILMN_2122926	9.25e-01	8.87e-01	1.42e-01	-6.8083529	1.31e-02	VN1R2
ILMN_1776077	9.25e-01	8.87e-01	1.42e-01	-6.8083603	1.79e-02	SF1
ILMN_1849907	9.25e-01	8.87e-01	-1.42e-01	-6.8083809	-3.65e-03	
ILMN_3306045	9.25e-01	8.87e-01	1.42e-01	-6.8083852	2.53e-03	
ILMN_3251747	9.25e-01	8.87e-01	1.42e-01	-6.8083872	2.12e-03	UNCX
ILMN_3273144	9.25e-01	8.87e-01	1.42e-01	-6.8083958	1.69e-03	SLC25A21-AS1
ILMN_1877818	9.25e-01	8.87e-01	1.42e-01	-6.8084194	4.11e-03	LINC00399
ILMN_3309334	9.25e-01	8.88e-01	-1.41e-01	-6.8084567	-8.02e-04	SNORD114-27
ILMN_2361614	9.25e-01	8.88e-01	1.41e-01	-6.8084585	2.16e-03	CCDC85A
ILMN_1728887	9.26e-01	8.88e-01	-1.41e-01	-6.8085202	-1.14e-02	PAK4
ILMN_1694547	9.26e-01	8.88e-01	-1.41e-01	-6.8085268	-1.93e-03	
ILMN_2270802	9.26e-01	8.88e-01	1.41e-01	-6.8085329	1.68e-03	KCNJ1
ILMN_1698621	9.26e-01	8.88e-01	-1.41e-01	-6.8085438	-4.51e-03	COG5
ILMN_1722506	9.26e-01	8.88e-01	-1.41e-01	-6.8085505	-1.45e-03	KIR2DS1
ILMN_1695423	9.26e-01	8.88e-01	1.41e-01	-6.8085543	1.68e-02	CD9
ILMN_1691959	9.26e-01	8.88e-01	-1.40e-01	-6.8086024	-6.23e-03	AKAP2
ILMN_3247039	9.26e-01	8.88e-01	1.40e-01	-6.8086118	2.67e-04	
ILMN_2379675	9.26e-01	8.89e-01	-1.40e-01	-6.808624	-4.96e-03	PDE7A
ILMN_1806510	9.26e-01	8.89e-01	-1.40e-01	-6.8086395	-4.30e-03	VPS53
ILMN_1799589	9.26e-01	8.89e-01	1.40e-01	-6.8086769	9.75e-03	NOXA1
ILMN_1670297	9.27e-01	8.89e-01	1.40e-01	-6.8086882	2.11e-03	TMEM232
ILMN_1758093	9.27e-01	8.89e-01	-1.40e-01	-6.8087144	-8.91e-03	TMEM260
ILMN_1710671	9.27e-01	8.89e-01	1.40e-01	-6.808718	2.69e-03	TTC21B
ILMN_1719209	9.27e-01	8.89e-01	-1.40e-01	-6.8087203	-2.46e-03	
ILMN_2278550	9.27e-01	8.89e-01	-1.39e-01	-6.8087359	-4.60e-03	MBOAT1
ILMN_1727390	9.27e-01	8.89e-01	1.39e-01	-6.8087684	3.76e-03	ATPAF2
ILMN_1679580	9.27e-01	8.89e-01	-1.39e-01	-6.8087799	-3.03e-03	KCNIP4
ILMN_1664513	9.27e-01	8.90e-01	-1.39e-01	-6.8088107	-1.25e-03	
ILMN_1707791	9.28e-01	8.90e-01	1.38e-01	-6.8088857	1.28e-02	TAZ
ILMN_1682256	9.28e-01	8.90e-01	1.38e-01	-6.8088879	5.64e-03	
ILMN_1805606	9.28e-01	8.90e-01	-1.38e-01	-6.8089039	-5.84e-03	PLEKHG1
ILMN_3278642	9.28e-01	8.90e-01	1.38e-01	-6.8089231	9.79e-03	
ILMN_3214477	9.28e-01	8.90e-01	1.38e-01	-6.8089257	2.38e-03	TMEM178B
ILMN_1757440	9.28e-01	8.90e-01	1.38e-01	-6.8089444	1.19e-02	
ILMN_3246130	9.28e-01	8.90e-01	-1.38e-01	-6.8089452	-1.80e-03	
ILMN_3208649	9.28e-01	8.90e-01	-1.38e-01	-6.8089534	-6.52e-03	
ILMN_3235526	9.28e-01	8.90e-01	-1.38e-01	-6.8089583	-2.73e-03	FAM205A
ILMN_1906678	9.28e-01	8.91e-01	1.38e-01	-6.8089833	4.64e-03	
ILMN_3266764	9.28e-01	8.91e-01	-1.37e-01	-6.8090008	-3.19e-03	
ILMN_3308005	9.28e-01	8.91e-01	1.37e-01	-6.8090036	9.94e-04	MIR449A
ILMN_1692731	9.28e-01	8.91e-01	1.37e-01	-6.8090058	1.38e-02	TTYH3
ILMN_1718093	9.28e-01	8.91e-01	1.37e-01	-6.8090419	5.25e-03	ALG1
ILMN_1749493	9.28e-01	8.91e-01	-1.37e-01	-6.8090461	-4.37e-03	ADARB2
ILMN_1672720	9.28e-01	8.91e-01	-1.37e-01	-6.8090533	-3.31e-03	PRSS12
ILMN_3265505	9.28e-01	8.91e-01	-1.37e-01	-6.8090616	-1.10e-03	
ILMN_1692628	9.28e-01	8.91e-01	-1.37e-01	-6.8090744	-4.97e-03	
ILMN_3239653	9.28e-01	8.91e-01	1.37e-01	-6.809078	1.38e-02	RAX2
ILMN_1756998	9.28e-01	8.91e-01	-1.37e-01	-6.8090915	-1.25e-02	
ILMN_2250344	9.28e-01	8.91e-01	1.37e-01	-6.8091049	2.42e-03	DACT1
ILMN_3310638	9.28e-01	8.91e-01	1.37e-01	-6.8091108	8.59e-05	KRTAP22-2
ILMN_1862737	9.28e-01	8.91e-01	-1.37e-01	-6.8091122	-8.96e-03	
ILMN_1752682	9.29e-01	8.91e-01	-1.37e-01	-6.809131	-3.20e-03	WDR78
ILMN_1809342	9.29e-01	8.91e-01	1.37e-01	-6.8091326	9.78e-04	CC2D2B
ILMN_3239752	9.29e-01	8.92e-01	1.36e-01	-6.8091455	9.70e-05	
ILMN_3238670	9.29e-01	8.92e-01	-1.36e-01	-6.8091459	-1.37e-03	SNORA47
ILMN_3240475	9.29e-01	8.92e-01	-1.36e-01	-6.8091476	-2.77e-03	
ILMN_3239232	9.29e-01	8.92e-01	1.36e-01	-6.80915	1.74e-03	C11orf86
ILMN_1895889	9.29e-01	8.92e-01	-1.36e-01	-6.809169	-3.14e-03	
ILMN_1809145	9.29e-01	8.92e-01	1.36e-01	-6.8091808	8.09e-03	TRIOBP
ILMN_2084825	9.29e-01	8.92e-01	1.36e-01	-6.8091821	1.56e-02	HBG2
ILMN_1796305	9.29e-01	8.92e-01	-1.36e-01	-6.8091897	-8.72e-03	UPF2
ILMN_1665639	9.29e-01	8.92e-01	1.36e-01	-6.8091993	8.08e-04	SSX2
ILMN_1756236	9.29e-01	8.92e-01	1.36e-01	-6.8092146	6.23e-03	C1QL2
ILMN_2163790	9.29e-01	8.92e-01	1.36e-01	-6.8092237	9.63e-05	CGB5
ILMN_1715574	9.29e-01	8.92e-01	1.36e-01	-6.8092245	7.74e-03	ZC3H11A
ILMN_1718032	9.29e-01	8.92e-01	1.36e-01	-6.8092389	5.08e-03	
ILMN_1695020	9.29e-01	8.92e-01	-1.36e-01	-6.8092507	-1.07e-02	NEK3
ILMN_1656589	9.29e-01	8.92e-01	1.36e-01	-6.8092585	6.03e-03	
ILMN_1687958	9.29e-01	8.92e-01	-1.36e-01	-6.8092625	-1.37e-02	SLC25A22
ILMN_1805024	9.29e-01	8.92e-01	1.36e-01	-6.8092627	1.12e-02	ERBIN
ILMN_1689525	9.29e-01	8.92e-01	1.36e-01	-6.8092664	6.97e-03	PMAIP1
ILMN_1658074	9.29e-01	8.92e-01	1.35e-01	-6.8092806	9.50e-05	ZCCHC13
ILMN_1652246	9.29e-01	8.92e-01	1.35e-01	-6.8092818	3.20e-03	NACAD
ILMN_1668646	9.29e-01	8.92e-01	-1.35e-01	-6.8092927	-2.53e-03	
ILMN_2172221	9.29e-01	8.92e-01	-1.35e-01	-6.8092993	-1.93e-03	SUMO1P3
ILMN_3235467	9.29e-01	8.93e-01	1.35e-01	-6.8093139	1.04e-03	
ILMN_3275522	9.29e-01	8.93e-01	1.35e-01	-6.8093171	8.72e-05	
ILMN_1763092	9.29e-01	8.93e-01	-1.35e-01	-6.8093181	-3.11e-03	MCCD1
ILMN_1714711	9.29e-01	8.93e-01	1.35e-01	-6.8093213	2.99e-03	
ILMN_3297562	9.29e-01	8.93e-01	1.35e-01	-6.8093254	3.49e-04	
ILMN_1672339	9.29e-01	8.93e-01	1.35e-01	-6.8093269	1.53e-03	
ILMN_1721342	9.29e-01	8.93e-01	-1.35e-01	-6.809328	-3.90e-03	
ILMN_1713983	9.29e-01	8.93e-01	-1.35e-01	-6.8093349	-3.05e-03	
ILMN_1831763	9.29e-01	8.93e-01	-1.35e-01	-6.8093407	-6.31e-03	
ILMN_1695878	9.29e-01	8.93e-01	1.35e-01	-6.8093434	4.48e-03	TIGD3
ILMN_2317457	9.29e-01	8.93e-01	1.35e-01	-6.8093435	6.18e-03	HSD11B1L
ILMN_1891871	9.29e-01	8.93e-01	-1.35e-01	-6.8093493	-6.53e-03	
ILMN_1708004	9.29e-01	8.93e-01	1.35e-01	-6.8093848	9.59e-03	
ILMN_1676240	9.29e-01	8.93e-01	-1.35e-01	-6.8093931	-8.27e-03	ZNF138
ILMN_1723774	9.29e-01	8.93e-01	-1.34e-01	-6.8094043	-1.22e-03	LOC643201
ILMN_2220739	9.29e-01	8.93e-01	-1.34e-01	-6.8094156	-1.29e-02	TMCO3
ILMN_1789323	9.29e-01	8.93e-01	1.34e-01	-6.8094175	2.12e-03	
ILMN_3198090	9.29e-01	8.93e-01	-1.34e-01	-6.8094349	-1.16e-03	
ILMN_3294134	9.29e-01	8.93e-01	-1.34e-01	-6.809439	-1.78e-02	
ILMN_1669552	9.29e-01	8.93e-01	1.34e-01	-6.8094396	2.80e-03	
ILMN_2344007	9.29e-01	8.93e-01	-1.34e-01	-6.8094509	-1.10e-02	GEMIN2
ILMN_1743673	9.29e-01	8.93e-01	1.34e-01	-6.8094525	3.31e-03	
ILMN_1773333	9.30e-01	8.93e-01	-1.34e-01	-6.8094736	-1.01e-03	TMCO2
ILMN_1659781	9.30e-01	8.93e-01	-1.34e-01	-6.8094758	-2.79e-03	CSMD3
ILMN_3307738	9.30e-01	8.94e-01	-1.34e-01	-6.8095223	-1.73e-03	FSD2
ILMN_1674316	9.30e-01	8.94e-01	-1.34e-01	-6.8095271	-5.63e-03	
ILMN_1804476	9.30e-01	8.94e-01	1.33e-01	-6.8095666	1.09e-02	GMPPA
ILMN_2215043	9.30e-01	8.94e-01	1.33e-01	-6.8095874	2.36e-03	RNF32
ILMN_1752393	9.30e-01	8.94e-01	1.33e-01	-6.8095925	5.71e-03	ATOH7
ILMN_3308270	9.30e-01	8.94e-01	-1.33e-01	-6.8096067	-1.31e-03	
ILMN_1757536	9.30e-01	8.94e-01	1.33e-01	-6.8096245	3.84e-03	USP40
ILMN_1783427	9.30e-01	8.94e-01	-1.33e-01	-6.8096277	-6.40e-03	
ILMN_2293067	9.30e-01	8.94e-01	-1.33e-01	-6.8096362	-6.99e-03	PM20D1
ILMN_3297379	9.30e-01	8.95e-01	1.33e-01	-6.8096508	1.54e-03	
ILMN_1764109	9.31e-01	8.95e-01	-1.33e-01	-6.8096659	-3.25e-03	C1R
ILMN_1774335	9.31e-01	8.95e-01	1.32e-01	-6.8096691	9.27e-05	
ILMN_1767470	9.31e-01	8.95e-01	1.32e-01	-6.8096738	9.19e-03	SCPEP1
ILMN_3247400	9.31e-01	8.95e-01	1.32e-01	-6.8096926	1.02e-02	PGM5-AS1
ILMN_3272826	9.31e-01	8.95e-01	-1.32e-01	-6.8097185	-2.43e-03	LOC100128361
ILMN_1761486	9.31e-01	8.95e-01	1.32e-01	-6.8097305	1.20e-02	BORA
ILMN_1698835	9.31e-01	8.95e-01	-1.32e-01	-6.8097368	-3.01e-03	
ILMN_1713550	9.31e-01	8.95e-01	1.32e-01	-6.8097412	5.96e-03	LGR6
ILMN_2139816	9.31e-01	8.95e-01	1.32e-01	-6.8097512	5.70e-03	GPSM2
ILMN_3275267	9.31e-01	8.95e-01	-1.32e-01	-6.8097548	-1.05e-03	
ILMN_3242307	9.31e-01	8.95e-01	1.32e-01	-6.8097662	1.86e-03	DNM1P35
ILMN_1732066	9.31e-01	8.95e-01	-1.32e-01	-6.8097717	-2.63e-03	CKMT1A
ILMN_1851771	9.31e-01	8.95e-01	-1.32e-01	-6.8097909	-7.68e-03	
ILMN_1776052	9.31e-01	8.95e-01	1.31e-01	-6.8098119	6.93e-03	
ILMN_3215886	9.31e-01	8.96e-01	1.31e-01	-6.8098176	1.11e-03	
ILMN_1707951	9.31e-01	8.96e-01	-1.31e-01	-6.8098187	-1.73e-03	
ILMN_1678215	9.31e-01	8.96e-01	1.31e-01	-6.8098262	2.32e-03	RHOJ
ILMN_1675053	9.31e-01	8.96e-01	-1.31e-01	-6.809832	-3.08e-03	SYNM
ILMN_3229446	9.31e-01	8.96e-01	1.31e-01	-6.8098417	1.47e-03	
ILMN_1827211	9.31e-01	8.96e-01	-1.31e-01	-6.8098485	-1.43e-02	
ILMN_2271014	9.31e-01	8.96e-01	1.31e-01	-6.8098803	3.58e-03	ALG8
ILMN_1812001	9.32e-01	8.96e-01	1.31e-01	-6.8098989	7.52e-03	VASP
ILMN_2361742	9.32e-01	8.96e-01	1.31e-01	-6.809904	9.08e-05	PLPPR5
ILMN_1654899	9.32e-01	8.96e-01	1.31e-01	-6.8099042	2.59e-03	CT47A6
ILMN_3245541	9.32e-01	8.96e-01	-1.31e-01	-6.8099077	-8.42e-04	SNORD53
ILMN_1713862	9.32e-01	8.96e-01	1.30e-01	-6.8099286	3.05e-03	
ILMN_1846825	9.32e-01	8.96e-01	1.30e-01	-6.8099324	3.03e-03	
ILMN_3240966	9.32e-01	8.96e-01	-1.30e-01	-6.8099514	-1.91e-03	
ILMN_2051867	9.32e-01	8.96e-01	1.30e-01	-6.8099617	4.93e-03	PTCD2
ILMN_2207960	9.32e-01	8.96e-01	-1.30e-01	-6.8099643	-3.37e-03	OR4D2
ILMN_1670124	9.32e-01	8.96e-01	1.30e-01	-6.8099646	4.58e-03	
ILMN_1771003	9.32e-01	8.97e-01	-1.30e-01	-6.8099825	-1.36e-02	HAUS4
ILMN_1727049	9.32e-01	8.97e-01	-1.30e-01	-6.8099846	-3.94e-03	
ILMN_1668839	9.32e-01	8.97e-01	-1.30e-01	-6.8099851	-2.13e-04	ACOX1
ILMN_3238950	9.32e-01	8.97e-01	1.30e-01	-6.8099854	1.93e-03	SNORD112
ILMN_1862180	9.32e-01	8.97e-01	-1.30e-01	-6.8099879	-1.10e-02	C11orf95
ILMN_1742280	9.32e-01	8.97e-01	-1.30e-01	-6.8099902	-4.20e-03	ZNF705D
ILMN_2246410	9.32e-01	8.97e-01	-1.30e-01	-6.8099987	-1.77e-03	CXCR4
ILMN_1728067	9.32e-01	8.97e-01	1.30e-01	-6.8100053	9.00e-05	OR2F1
ILMN_3199052	9.32e-01	8.97e-01	-1.30e-01	-6.8100071	-3.80e-03	
ILMN_3248270	9.32e-01	8.97e-01	1.30e-01	-6.8100335	2.05e-03	SNORD62B
ILMN_1772278	9.32e-01	8.97e-01	1.30e-01	-6.8100403	1.28e-03	TANC1
ILMN_1660323	9.32e-01	8.97e-01	1.30e-01	-6.8100433	2.25e-03	PDXDC2P
ILMN_1791949	9.32e-01	8.97e-01	-1.30e-01	-6.8100466	-1.02e-03	PGBD1
ILMN_3241647	9.32e-01	8.97e-01	1.30e-01	-6.8100472	1.22e-03	OPN1MW2
ILMN_1719635	9.32e-01	8.97e-01	-1.30e-01	-6.8100519	-2.36e-03	
ILMN_1876838	9.32e-01	8.97e-01	-1.29e-01	-6.8100605	-5.12e-03	
ILMN_1780825	9.32e-01	8.97e-01	-1.29e-01	-6.8100656	-1.12e-02	RRAS
ILMN_2108709	9.32e-01	8.97e-01	-1.29e-01	-6.8100678	-8.46e-03	ANKRD11
ILMN_1767260	9.32e-01	8.97e-01	-1.29e-01	-6.8100702	-4.02e-03	CCDC138
ILMN_3178307	9.32e-01	8.97e-01	1.29e-01	-6.8100951	8.14e-04	
ILMN_1809191	9.32e-01	8.97e-01	1.29e-01	-6.8101061	1.00e-02	RAP1A
ILMN_1696991	9.32e-01	8.97e-01	-1.29e-01	-6.8101263	-1.20e-02	DYRK1B
ILMN_1784186	9.32e-01	8.98e-01	1.29e-01	-6.8101589	2.98e-03	
ILMN_1785389	9.32e-01	8.98e-01	-1.29e-01	-6.8101607	-1.64e-03	
ILMN_1722133	9.32e-01	8.98e-01	-1.29e-01	-6.8101633	-2.63e-03	
ILMN_1841069	9.32e-01	8.98e-01	-1.29e-01	-6.810173	-2.96e-03	
ILMN_1829768	9.32e-01	8.98e-01	-1.29e-01	-6.8101734	-4.50e-03	BICD1
ILMN_1679727	9.32e-01	8.98e-01	-1.29e-01	-6.8101736	-7.26e-03	CLK1
ILMN_1803856	9.33e-01	8.98e-01	1.28e-01	-6.8101867	1.09e-02	DKFZP586I1420
ILMN_1708492	9.33e-01	8.98e-01	-1.28e-01	-6.8102013	-1.44e-03	
ILMN_1665632	9.33e-01	8.98e-01	-1.28e-01	-6.8102026	-3.47e-03	POU5F1
ILMN_1681239	9.33e-01	8.98e-01	1.28e-01	-6.8102186	1.12e-02	MYO1F
ILMN_1675982	9.33e-01	8.98e-01	-1.28e-01	-6.8102367	-7.77e-03	GGA3
ILMN_1766458	9.33e-01	8.98e-01	-1.28e-01	-6.8102438	-3.01e-03	
ILMN_3218401	9.33e-01	8.98e-01	-1.28e-01	-6.8102502	-1.94e-03	
ILMN_2291092	9.33e-01	8.98e-01	-1.28e-01	-6.8102636	-1.07e-02	FAM13A
ILMN_1844755	9.33e-01	8.98e-01	1.28e-01	-6.8102691	2.10e-03	
ILMN_1669579	9.33e-01	8.98e-01	-1.28e-01	-6.8102909	-2.52e-03	
ILMN_3208464	9.33e-01	8.99e-01	1.28e-01	-6.8103075	1.09e-03	
ILMN_1758978	9.33e-01	8.99e-01	1.27e-01	-6.8103109	8.76e-05	KLHL4
ILMN_3241884	9.33e-01	8.99e-01	1.27e-01	-6.810311	8.22e-05	SNORA15
ILMN_1698777	9.33e-01	8.99e-01	-1.27e-01	-6.810339	-9.80e-03	ADCK1
ILMN_1717904	9.33e-01	8.99e-01	-1.27e-01	-6.8103435	-2.23e-03	SORBS3
ILMN_1743205	9.34e-01	8.99e-01	1.27e-01	-6.8103905	1.29e-02	ABCA7
ILMN_2208491	9.34e-01	8.99e-01	1.27e-01	-6.8103956	1.25e-03	RPLP0P2
ILMN_1662807	9.34e-01	8.99e-01	1.27e-01	-6.8104013	1.17e-03	PLGLA
ILMN_1679867	9.34e-01	8.99e-01	-1.27e-01	-6.8104026	-1.25e-02	
ILMN_1883492	9.34e-01	8.99e-01	-1.27e-01	-6.8104167	-3.27e-03	
ILMN_3229818	9.34e-01	8.99e-01	1.27e-01	-6.8104177	8.74e-04	
ILMN_1726617	9.34e-01	8.99e-01	1.27e-01	-6.8104235	6.84e-04	ZNF182
ILMN_2386982	9.34e-01	8.99e-01	1.27e-01	-6.8104287	1.18e-02	PRKCZ
ILMN_3232536	9.34e-01	8.99e-01	1.26e-01	-6.8104529	2.68e-03	
ILMN_1712161	9.34e-01	9.00e-01	-1.26e-01	-6.810459	-9.00e-03	BCOR
ILMN_1773312	9.34e-01	9.00e-01	-1.26e-01	-6.8104651	-3.55e-03	PATJ
ILMN_1755741	9.34e-01	9.00e-01	1.26e-01	-6.8104722	1.17e-02	DACH1
ILMN_1819043	9.34e-01	9.00e-01	1.26e-01	-6.8104743	3.12e-03	
ILMN_1662538	9.34e-01	9.00e-01	1.26e-01	-6.8104765	2.19e-03	
ILMN_3244617	9.34e-01	9.00e-01	-1.26e-01	-6.8104784	-1.26e-03	
ILMN_1799600	9.34e-01	9.00e-01	1.26e-01	-6.8104821	8.84e-03	STARD8
ILMN_2228938	9.34e-01	9.00e-01	1.26e-01	-6.8105027	8.61e-05	ECM2
ILMN_2063584	9.34e-01	9.00e-01	-1.26e-01	-6.8105318	-1.03e-02	CLIC4
ILMN_3249807	9.34e-01	9.00e-01	1.26e-01	-6.810532	1.33e-02	SKA2
ILMN_3208305	9.34e-01	9.00e-01	-1.26e-01	-6.810534	-1.86e-03	
ILMN_3233763	9.34e-01	9.00e-01	1.26e-01	-6.8105371	1.35e-03	SNAI3-AS1
ILMN_2138856	9.34e-01	9.00e-01	1.26e-01	-6.810545	8.57e-05	YOD1
ILMN_2100258	9.34e-01	9.00e-01	-1.25e-01	-6.8105668	-1.93e-03	PCDHB16
ILMN_1677372	9.34e-01	9.00e-01	-1.25e-01	-6.8105872	-3.31e-03	
ILMN_3267800	9.34e-01	9.00e-01	1.25e-01	-6.8105938	1.57e-02	
ILMN_1736872	9.34e-01	9.00e-01	-1.25e-01	-6.8105967	-2.14e-03	
ILMN_1677314	9.34e-01	9.00e-01	1.25e-01	-6.8106066	2.51e-03	MUC1
ILMN_1808650	9.34e-01	9.00e-01	-1.25e-01	-6.8106067	-2.07e-03	CYP39A1
ILMN_1695959	9.35e-01	9.01e-01	-1.25e-01	-6.8106447	-9.40e-03	EVA1C
ILMN_1652185	9.35e-01	9.01e-01	-1.25e-01	-6.8106653	-1.26e-02	IL4R
ILMN_1743040	9.35e-01	9.01e-01	-1.25e-01	-6.8106795	-2.27e-03	SBF2-AS1
ILMN_1832155	9.35e-01	9.01e-01	-1.25e-01	-6.8106801	-4.88e-03	DCUN1D5
ILMN_1815658	9.35e-01	9.01e-01	-1.25e-01	-6.8106833	-4.61e-03	
ILMN_1747637	9.35e-01	9.01e-01	1.24e-01	-6.8106876	1.84e-03	
ILMN_3304691	9.35e-01	9.01e-01	-1.24e-01	-6.8106977	-1.19e-03	
ILMN_2378048	9.35e-01	9.01e-01	-1.24e-01	-6.8107045	-5.85e-03	HNRNPK
ILMN_3246786	9.35e-01	9.01e-01	1.24e-01	-6.810708	8.44e-05	SPATA31A5
ILMN_1679115	9.35e-01	9.01e-01	-1.24e-01	-6.8107247	-4.66e-04	TPH1
ILMN_3244090	9.35e-01	9.01e-01	-1.24e-01	-6.8107252	-3.63e-03	GAGE12H
ILMN_1761551	9.35e-01	9.01e-01	1.24e-01	-6.8107287	3.64e-03	FAT4
ILMN_3251274	9.35e-01	9.01e-01	1.24e-01	-6.8107346	1.08e-03	MMS22L
ILMN_3294282	9.35e-01	9.01e-01	-1.24e-01	-6.810736	-5.08e-04	
ILMN_2320377	9.35e-01	9.01e-01	1.24e-01	-6.8107373	8.62e-04	MAPK8IP3
ILMN_3206827	9.35e-01	9.01e-01	1.24e-01	-6.8107395	7.98e-03	
ILMN_1722397	9.35e-01	9.01e-01	1.24e-01	-6.8107525	6.50e-03	
ILMN_1910676	9.35e-01	9.01e-01	1.24e-01	-6.8107546	3.92e-03	
ILMN_2264981	9.35e-01	9.01e-01	1.24e-01	-6.8107581	1.18e-03	CYFIP2
ILMN_3199507	9.35e-01	9.01e-01	1.24e-01	-6.8107634	6.97e-03	LOC283922
